d       s       a       m_i   
487     13      55      1 1 3 1 5 31 47 29 217 869 593 2959 3015 
488     13      69      1 3 1 7 5 19 39 237 175 515 1511 1149 3827 
489     13      70      1 3 1 3 21 13 77 235 51 821 1691 1687 693 
490     13      79      1 3 3 3 17 23 101 93 159 647 701 77 1509 
491     13      82      1 3 5 3 27 41 99 45 449 1013 1157 2585 4521 
492     13      87      1 1 5 9 29 7 29 133 255 677 1055 551 187 
493     13      93      1 1 1 13 19 35 77 249 339 905 1005 3533 5937 
494     13      94      1 1 1 9 29 21 57 129 429 799 1743 775 1459 
495     13      97      1 1 3 7 23 49 69 215 211 741 1649 381 1735 
496     13      100     1 1 5 13 25 39 55 37 163 557 1175 963 4583 
497     13      112     1 3 1 3 27 45 9 77 391 111 465 4045 7179 
498     13      121     1 1 7 9 23 45 51 175 389 279 211 1619 4815 
499     13      134     1 1 1 13 5 9 1 147 341 713 1101 25 4751 
500     13      138     1 3 1 15 25 1 23 227 297 709 801 2465 8067 
501     13      148     1 1 3 9 3 31 9 3 211 171 667 2477 7723 
502     13      151     1 1 7 7 3 27 103 53 77 297 1155 3869 6935 
503     13      157     1 3 1 3 27 3 55 223 77 519 809 3811 6297 
504     13      161     1 3 5 11 11 23 27 103 379 245 555 1097 1365 
505     13      179     1 1 7 1 9 13 39 179 391 215 1353 3385 5743 
506     13      181     1 3 1 13 7 39 127 243 447 45 1063 1067 4641 
507     13      188     1 3 5 7 31 13 109 81 177 479 165 893 5305 
508     13      196     1 3 5 7 17 55 35 231 109 7 1875 2609 6389 
509     13      203     1 1 5 1 7 7 15 219 479 755 431 1755 7149 
510     13      206     1 3 7 1 13 11 13 111 197 687 93 2137 5309 
511     13      223     1 1 5 1 23 3 63 207 379 383 1041 3705 91 
512     13      224     1 1 5 5 21 35 91 231 179 965 1517 737 7777 
513     13      227     1 3 5 13 17 19 105 213 229 185 1373 3755 2493 
514     13      230     1 3 7 5 31 53 49 205 387 591 1409 3685 7825 
515     13      239     1 1 5 11 29 9 83 169 223 1013 421 1489 7043 
516     13      241     1 1 1 3 5 7 19 231 271 961 893 3447 4119 
517     13      248     1 1 5 3 29 21 41 179 127 353 973 475 6131 
518     13      253     1 1 7 13 7 45 35 149 153 587 1065 2281 6387 
519     13      268     1 1 1 15 15 61 17 147 315 919 1177 2393 2607 
520     13      274     1 1 7 15 19 27 55 167 339 43 1965 2617 4215 
521     13      283     1 1 7 15 9 61 23 251 427 181 495 2635 5239 
522     13      286     1 3 1 3 27 5 51 57 89 761 437 603 6119 
523     13      289     1 1 5 9 13 39 103 129 185 221 67 811 6353 
524     13      301     1 1 3 15 1 23 37 37 85 225 2025 1561 5455 
525     13      302     1 1 3 1 7 7 15 93 203 987 1363 3719 3827 
526     13      316     1 1 1 15 23 57 37 45 137 487 1021 1313 4679 
527     13      319     1 3 7 1 27 63 127 229 281 451 57 3783 4267 
528     13      324     1 3 7 11 23 21 111 3 421 791 743 1245 5701 
529     13      331     1 3 7 11 27 63 57 3 169 289 2007 485 6863 
530     13      333     1 1 1 5 9 27 67 241 243 283 159 3687 4969 
531     13      345     1 3 1 1 7 17 13 97 165 319 1337 1201 7027 
532     13      351     1 3 7 5 13 57 7 39 247 473 903 3055 2163 
533     13      358     1 1 5 7 9 57 13 149 279 457 1681 1919 5397 
534     13      375     1 1 3 9 19 33 105 205 75 689 5 3179 7081 
535     13      379     1 3 5 9 29 47 5 215 177 209 611 1449 8061 
536     13      381     1 1 3 15 17 7 25 125 315 255 1479 2439 7373 
537     13      386     1 1 1 1 29 49 51 253 495 767 841 201 4089 
538     13      403     1 1 5 9 31 5 125 13 323 573 849 3349 2793 
539     13      405     1 1 3 5 3 61 111 249 331 365 649 1219 2589 
540     13      419     1 3 3 1 13 53 117 83 327 563 971 1115 8045 
541     13      426     1 3 3 9 25 27 9 27 453 771 663 13 6659 
542     13      428     1 1 3 3 19 61 69 45 85 51 1191 1435 4503 
543     13      439     1 1 7 1 13 3 91 141 465 197 1361 3215 1055 
544     13      440     1 1 5 1 21 17 47 117 43 303 643 2641 3143 
545     13      446     1 3 5 3 7 11 15 231 271 295 201 2031 5509 
546     13      451     1 1 1 11 31 9 51 201 387 47 7 2095 729 
547     13      454     1 3 5 13 13 31 45 53 75 649 1345 3797 7177 
548     13      458     1 3 7 11 3 15 111 41 379 867 1583 399 5381 
549     13      465     1 1 1 7 21 19 45 179 7 369 1827 2291 7011 
550     13      468     1 1 3 11 11 21 89 87 321 931 353 3947 1551 
551     13      472     1 3 3 7 9 23 53 249 501 569 983 1835 5005 
552     13      475     1 3 7 5 13 21 101 165 163 777 1935 2259 6349 
553     13      477     1 3 5 7 3 21 89 225 331 537 253 2283 7937 
554     13      496     1 3 1 3 21 61 35 31 341 3 1561 1231 1349 
555     13      502     1 3 5 1 19 53 55 43 151 173 1927 2359 5893 
556     13      508     1 1 1 13 27 35 101 161 449 239 759 931 7025 
557     13      517     1 1 5 7 21 27 41 9 279 341 295 3143 1287 
558     13      521     1 3 3 3 15 61 31 11 363 777 1123 2501 1703 
559     13      527     1 1 1 5 9 21 77 231 307 31 641 237 4671 
560     13      530     1 1 1 15 17 49 21 65 481 635 913 4073 501 
561     13      532     1 3 1 5 3 13 59 71 411 707 467 2759 4057 
562     13      542     1 3 5 11 25 1 113 105 81 639 477 149 4477 
563     13      552     1 1 1 9 23 19 7 129 149 565 725 1265 2209 
564     13      555     1 3 1 13 31 55 113 109 87 679 359 2967 2297 
565     13      560     1 1 1 15 11 49 3 193 353 943 185 3417 5757 
566     13      566     1 3 3 9 25 21 99 171 325 1023 1715 159 717 
567     13      575     1 1 7 7 15 7 11 233 105 259 141 135 1855 
568     13      577     1 1 5 15 7 29 45 39 489 279 957 2869 2795 
569     13      589     1 3 5 13 1 19 89 131 333 495 215 3931 7271 
570     13      590     1 3 1 13 31 39 93 197 507 451 1 2411 1275 
571     13      602     1 3 1 5 3 11 65 233 157 333 1275 2307 329 
572     13      607     1 3 1 3 9 3 85 101 487 411 119 913 2903 
573     13      608     1 1 3 11 27 29 7 17 235 473 117 3647 6441 
574     13      611     1 3 5 13 3 49 117 249 411 711 2023 3113 5139 
575     13      613     1 3 7 13 1 17 127 163 285 471 1885 1423 4235 
576     13      625     1 1 3 5 31 29 63 61 445 281 1389 499 3951 
577     13      644     1 3 1 9 19 25 7 153 371 481 2041 517 5353 
578     13      651     1 3 7 7 1 7 27 37 301 55 877 87 5481 
579     13      654     1 1 5 13 5 5 123 223 289 987 1149 3741 5283 
580     13      656     1 3 5 1 23 5 101 245 281 391 1001 2315 1587 
581     13      662     1 1 5 3 29 11 59 199 445 1017 2007 827 5515 
582     13      668     1 1 3 1 19 15 5 97 167 749 1351 2807 1193 
583     13      681     1 3 7 15 19 9 51 229 15 11 1633 3769 1167 
584     13      682     1 3 7 3 5 25 55 97 491 931 261 1571 853 
585     13      689     1 3 1 9 1 53 49 83 335 833 709 1539 2659 
586     13      696     1 3 5 13 13 61 79 201 475 147 717 805 5403 
587     13      699     1 1 1 11 9 53 17 5 255 29 1279 2361 8027 
588     13      707     1 1 1 7 1 21 73 33 215 483 1977 4067 6511 
589     13      709     1 1 1 11 27 53 79 57 247 981 123 1697 5345 
590     13      714     1 3 1 7 21 7 59 169 421 17 1189 307 3107 
591     13      716     1 3 3 7 15 51 7 243 37 547 1551 3831 4253 
592     13      719     1 3 1 3 15 55 71 127 129 859 1145 3387 3415 
593     13      727     1 1 3 5 21 59 7 157 213 25 525 721 5825 
594     13      734     1 1 5 15 13 51 49 231 415 879 1559 1027 1633 
595     13      738     1 1 5 15 7 39 49 51 443 351 1117 1075 6321 
596     13      743     1 3 7 1 13 55 23 163 51 931 1733 1207 2135 
597     13      747     1 3 3 13 17 37 125 67 117 399 975 2721 1297 
598     13      757     1 1 3 11 13 35 19 159 5 779 2013 683 7417 
599     13      769     1 3 5 5 15 53 75 169 237 281 1357 49 3023 
600     13      770     1 1 7 11 7 53 37 79 363 655 1287 457 5049 
601     13      776     1 1 3 15 5 63 107 11 497 537 1539 2015 55 
602     13      790     1 1 3 9 19 37 53 225 191 275 797 1147 6093 
603     13      799     1 3 5 11 27 51 23 129 171 737 1347 673 4227 
604     13      805     1 3 3 9 29 61 37 161 345 913 1331 3815 2423 
605     13      809     1 1 5 7 9 35 49 225 131 135 1219 1369 7495 
606     13      812     1 3 7 7 17 25 1 203 473 661 337 1209 7937 
607     13      820     1 3 5 15 13 15 93 149 461 889 795 3007 6037 
608     13      827     1 1 1 9 25 53 51 141 9 707 1413 1989 6373 
609     13      829     1 1 1 1 1 53 29 169 287 869 1969 3099 6101 
610     13      835     1 1 7 1 13 15 73 225 283 905 537 3109 3667 
611     13      841     1 3 5 1 7 35 15 21 369 759 1869 1209 3057 
612     13      844     1 1 1 7 9 53 45 143 7 105 435 689 7209 
613     13      856     1 1 7 3 21 1 115 213 331 963 1381 1191 6981 
614     13      859     1 1 3 3 13 41 73 183 237 705 1881 3837 1111 
615     13      862     1 1 1 9 15 37 19 1 501 755 995 1281 1165 
616     13      865     1 1 1 15 3 11 77 51 409 255 791 29 1333 
617     13      885     1 3 1 11 7 51 123 25 479 339 505 1027 311 
618     13      890     1 3 3 11 31 39 37 197 311 437 521 3407 5629 
619     13      905     1 1 3 5 15 63 73 145 385 311 1815 1287 3897 
620     13      916     1 1 1 9 7 55 47 191 173 361 51 415 1713 
621     13      925     1 3 5 9 19 35 55 99 235 395 113 3701 6825 
622     13      935     1 3 3 7 29 15 99 139 415 501 1371 3093 5413 
623     13      939     1 3 1 15 23 35 1 135 243 507 899 1703 5461 
624     13      942     1 3 1 15 13 33 21 187 63 399 1395 291 5515 
625     13      949     1 3 7 7 19 11 41 221 303 147 823 1395 6063 
626     13      953     1 3 7 3 25 61 117 151 335 423 1911 3601 3501 
627     13      956     1 1 1 15 3 41 17 201 393 415 289 1039 3809 
628     13      961     1 1 3 7 5 57 5 83 71 503 667 2025 5923 
629     13      968     1 1 5 11 31 21 63 95 251 583 1015 2567 1003 
630     13      976     1 1 1 11 13 1 105 231 267 121 1873 2785 169 
631     13      988     1 1 3 3 3 45 93 19 321 155 197 2357 2985 
632     13      995     1 3 3 5 5 49 43 199 15 923 1819 857 4227 
633     13      997     1 3 5 9 11 39 83 97 249 933 1625 3695 317 
634     13      1007    1 3 3 13 29 9 75 151 71 955 403 1599 6051 
635     13      1015    1 3 3 11 21 53 41 111 299 831 1093 277 6055 
636     13      1016    1 3 1 15 5 53 55 9 209 661 1935 2949 4917 
637     13      1027    1 1 7 13 23 51 23 157 225 9 985 745 3613 
638     13      1036    1 1 3 3 17 13 123 95 247 809 1591 1255 4039 
639     13      1039    1 3 3 5 3 3 21 253 57 179 1343 3785 6191 
640     13      1041    1 1 3 9 7 11 103 189 237 581 1319 819 6721 
641     13      1048    1 3 7 1 17 9 101 53 41 685 1713 373 3967 
642     13      1053    1 1 7 7 23 23 19 145 437 557 1403 3129 7983 
643     13      1054    1 1 1 11 7 59 107 41 95 719 85 2395 6441 
644     13      1058    1 3 7 9 23 7 13 101 311 207 535 249 817 
645     13      1075    1 3 1 1 5 37 15 219 381 979 351 2013 5569 
646     13      1082    1 3 5 3 27 13 71 51 51 951 1971 2633 5391 
647     13      1090    1 1 7 1 23 1 83 167 113 213 1589 4025 1055 
648     13      1109    1 3 5 5 13 41 89 119 169 223 685 1083 1625 
649     13      1110    1 3 3 13 27 61 33 13 495 793 703 2209 7401 
650     13      1119    1 3 5 3 13 19 101 215 323 63 319 3381 6679 
651     13      1126    1 3 1 11 7 63 49 161 195 731 1177 1229 7141 
652     13      1130    1 1 3 7 3 59 5 63 221 331 603 3667 3637 
653     13      1135    1 1 5 1 3 33 103 125 503 175 853 2885 4921 
654     13      1137    1 3 1 13 11 7 61 141 397 673 1899 1285 6621 
655     13      1140    1 3 7 15 13 41 91 65 387 947 1341 1481 1833 
656     13      1149    1 1 5 15 27 7 17 69 291 871 901 3409 6677 
657     13      1156    1 3 3 5 13 53 9 83 117 51 1433 3575 6857 
658     13      1159    1 3 1 5 9 45 23 105 53 505 1039 675 139 
659     13      1160    1 1 5 13 7 11 85 101 43 173 729 2761 799 
660     13      1165    1 1 3 9 7 11 123 227 339 901 1307 497 7313 
661     13      1173    1 3 3 5 25 35 9 97 499 683 565 243 719 
662     13      1178    1 1 1 3 15 9 63 87 441 359 537 969 3041 
663     13      1183    1 3 7 15 27 59 87 65 481 503 1161 2361 4547 
664     13      1184    1 1 3 11 11 15 53 187 165 971 687 3261 499 
665     13      1189    1 3 3 5 29 37 23 167 249 485 1809 2475 2331 
666     13      1194    1 3 3 11 31 55 103 5 357 713 1051 4003 237 
667     13      1211    1 1 7 9 31 57 41 117 403 247 1423 1757 2357 
668     13      1214    1 1 3 5 27 59 85 35 385 639 787 2709 7971 
669     13      1216    1 1 5 13 25 15 29 47 231 203 1411 2419 3103 
670     13      1225    1 1 1 11 1 13 19 159 189 851 1849 2279 6005 
671     13      1231    1 1 3 9 11 45 123 129 227 425 81 3865 5501 
672     13      1239    1 3 5 7 29 13 83 153 229 517 63 421 1221 
673     13      1243    1 3 5 15 31 21 15 151 35 345 83 683 1647 
674     13      1246    1 1 3 5 21 43 113 133 403 635 1539 1217 6683 
675     13      1249    1 3 7 1 11 9 119 39 189 583 1607 3563 1125 
676     13      1259    1 3 3 3 29 41 35 111 1 215 1477 561 53 
677     13      1273    1 3 3 1 11 13 69 117 27 535 771 645 7701 
678     13      1274    1 3 3 15 27 11 113 79 363 225 47 513 3473 
679     13      1281    1 3 5 5 15 55 35 123 169 1015 615 3855 7183 
680     13      1287    1 1 3 5 19 9 75 81 287 741 1751 3329 7733 
681     13      1294    1 3 3 1 23 23 113 95 447 829 957 1275 5079 
682     13      1296    1 3 1 7 29 3 89 187 343 933 1257 3939 307 
683     13      1305    1 1 7 15 7 51 19 49 59 895 1391 3227 6553 
684     13      1306    1 1 7 7 3 37 121 9 471 781 1855 3839 7395 
685     13      1318    1 1 5 1 3 51 91 5 313 555 139 2963 2955 
686     13      1332    1 1 7 11 3 33 111 239 273 1 9 965 7643 
687     13      1335    1 3 7 7 25 11 31 161 101 195 1509 2861 7025 
688     13      1336    1 3 3 5 17 33 117 183 61 21 93 2155 2073 
689     13      1341    1 3 3 13 3 5 77 15 321 863 159 1423 4867 
690     13      1342    1 1 3 5 9 25 95 47 263 779 1255 1591 1013 
691     13      1362    1 1 7 7 1 47 19 73 105 61 163 2397 6163 
692     13      1364    1 1 3 11 15 11 111 129 495 663 1239 3289 7779 
693     13      1368    1 1 3 13 11 47 121 157 247 417 607 1749 1619 
694     13      1378    1 3 5 11 1 57 5 11 445 923 715 2489 7153 
695     13      1387    1 1 7 5 7 63 123 37 77 491 215 787 6621 
696     13      1389    1 3 1 7 23 33 115 151 469 953 827 3677 6925 
697     13      1397    1 3 5 15 31 59 65 81 45 759 1439 2183 4745 
698     13      1401    1 1 1 9 23 37 35 189 349 525 23 279 3879 
699     13      1408    1 3 5 1 15 35 7 27 391 93 571 2457 5513 
700     13      1418    1 3 1 15 19 17 95 159 47 247 1127 2593 579 
701     13      1425    1 1 3 15 7 1 31 85 297 839 2011 1877 6925 
702     13      1426    1 1 7 3 21 27 79 121 79 455 1611 2591 17 
703     13      1431    1 1 5 13 7 39 125 183 11 625 575 427 2383 
704     13      1435    1 3 5 13 5 15 59 239 419 991 1161 3463 5217 
705     13      1441    1 3 5 7 5 13 117 57 505 23 1769 2867 4297 
706     13      1444    1 3 1 13 29 63 31 115 397 469 681 2999 4451 
707     13      1462    1 1 7 1 23 17 17 93 161 623 1307 2493 4309 
708     13      1471    1 1 7 13 7 3 71 71 301 241 327 3361 4073 
709     13      1474    1 3 5 1 5 41 75 215 459 925 945 983 711 
710     13      1483    1 1 7 5 29 61 93 247 313 505 1091 2201 6313 
711     13      1485    1 1 7 3 19 25 33 109 341 943 111 333 6033 
712     13      1494    1 1 1 13 21 37 127 37 221 245 661 2441 4295 
713     13      1497    1 1 7 3 21 23 49 177 133 591 461 2501 6895 
714     13      1516    1 3 5 3 15 29 85 211 31 973 1301 1393 6223 
715     13      1522    1 3 7 3 11 9 37 103 103 395 605 919 4269 
716     13      1534    1 3 5 15 31 21 87 65 211 441 1763 287 6943 
717     13      1543    1 1 7 5 9 53 15 221 239 27 965 2455 5743 
718     13      1552    1 1 5 5 1 47 11 17 491 99 1961 2899 1817 
719     13      1557    1 1 3 7 15 39 71 233 361 769 2009 1587 2731 
720     13      1558    1 1 3 5 25 29 105 237 439 579 785 281 1449 
721     13      1567    1 1 3 15 29 3 25 129 35 163 973 3219 2217 
722     13      1568    1 3 3 1 1 55 99 71 439 449 1545 2465 8017 
723     13      1574    1 3 5 7 19 27 67 253 385 715 397 3071 3865 
724     13      1592    1 3 5 3 29 61 115 47 163 717 1737 251 7451 
725     13      1605    1 3 1 9 15 53 125 11 265 103 237 2795 101 
726     13      1606    1 3 7 1 13 29 101 141 121 97 1641 2145 7455 
727     13      1610    1 3 7 7 29 25 117 253 237 179 1629 1235 5627 
728     13      1617    1 3 1 11 19 21 5 71 105 229 53 1789 7033 
729     13      1623    1 1 3 11 31 45 87 9 423 289 1419 3119 129 
730     13      1630    1 3 7 7 27 21 45 33 413 643 1455 811 4697 
731     13      1634    1 1 1 3 15 43 7 103 23 585 99 2365 6631 
732     13      1640    1 3 5 13 19 15 69 135 37 217 73 1383 4643 
733     13      1643    1 3 5 11 15 41 101 125 205 385 1313 3393 6323 
734     13      1648    1 1 5 15 11 37 95 221 255 147 1037 2133 1007 
735     13      1651    1 3 7 13 31 61 1 111 423 887 1567 3665 3203 
736     13      1653    1 1 5 9 7 33 57 59 305 563 1419 3513 5681 
737     13      1670    1 3 5 1 29 29 75 145 379 601 1165 3189 361 
738     13      1676    1 3 5 1 21 55 41 151 367 215 1115 3823 1925 
739     13      1684    1 1 5 3 23 33 89 141 407 203 1111 125 5103 
740     13      1687    1 1 5 5 5 53 99 73 415 947 1999 269 7659 
741     13      1691    1 3 7 1 29 29 71 11 309 369 289 3333 5921 
742     13      1693    1 3 3 7 25 45 93 131 385 119 745 3047 2473 
743     13      1698    1 3 3 9 11 53 75 211 487 271 1639 3437 1237 
744     13      1709    1 3 5 15 19 3 91 27 319 371 257 531 3635 
745     13      1715    1 1 5 5 5 13 69 69 255 427 939 2445 3819 
746     13      1722    1 1 7 13 13 9 53 251 367 463 1207 903 3833 
747     13      1732    1 1 7 5 13 51 47 199 475 159 991 2795 5385 
748     13      1735    1 3 3 11 5 47 15 111 355 331 549 1913 5631 
749     13      1747    1 3 1 1 29 33 99 187 347 359 567 601 57 
750     13      1749    1 3 1 5 5 55 35 27 195 859 197 1879 1679 
751     13      1754    1 1 7 11 29 53 55 41 207 307 2041 541 6177 
752     13      1777    1 3 3 5 25 57 103 79 461 945 477 1559 5209 
753     13      1784    1 1 1 9 3 23 1 139 35 387 1457 1319 4219 
754     13      1790    1 1 5 7 3 1 51 203 93 229 1967 3837 2461 
755     13      1795    1 1 3 15 13 61 125 89 295 1007 1131 2589 1217 
756     13      1801    1 1 7 7 29 59 51 29 65 401 1573 2863 2037 
757     13      1802    1 3 5 15 7 19 89 53 27 21 655 3621 5425 
758     13      1812    1 3 1 1 1 37 65 81 443 525 139 2099 3547 
759     13      1828    1 3 1 11 21 43 107 59 191 299 955 1989 1445 
760     13      1831    1 3 1 11 21 63 1 199 375 821 699 535 437 
761     13      1837    1 3 3 11 13 21 27 69 453 499 1645 3623 3997 
762     13      1838    1 3 5 3 13 25 15 57 243 681 869 1507 7573 
763     13      1840    1 3 7 5 19 35 121 67 159 935 1563 4093 6355 
764     13      1845    1 1 1 5 25 3 45 31 133 723 129 2185 2027 
765     13      1863    1 1 7 9 29 13 29 45 319 301 1305 1093 3975 
766     13      1864    1 1 5 7 31 61 71 163 445 321 75 3293 7475 
767     13      1867    1 1 1 11 9 1 9 27 153 619 547 203 3367 
768     13      1870    1 1 1 3 13 23 75 31 321 345 1655 2249 4881 
769     13      1877    1 3 1 7 31 57 3 191 73 97 1059 1221 1105 
770     13      1881    1 3 1 3 13 39 15 207 291 287 987 1103 5015 
771     13      1884    1 1 1 5 3 39 123 213 229 297 799 117 823 
772     13      1903    1 1 1 13 15 47 73 119 367 125 585 1051 5367 
773     13      1917    1 3 3 13 5 19 35 53 381 397 209 1995 6041 
774     13      1918    1 1 7 7 1 29 71 215 51 135 1645 2775 123 
775     13      1922    1 1 1 13 13 15 67 41 239 713 1371 4041 1579 
776     13      1924    1 1 5 15 25 35 79 157 169 199 975 3257 331 
777     13      1928    1 1 1 11 29 39 93 163 235 249 705 1997 3731 
778     13      1931    1 1 1 3 7 25 105 97 15 99 1445 1009 3043 
779     13      1951    1 1 5 3 17 49 17 221 69 39 1697 579 793 
780     13      1952    1 1 5 3 19 9 97 19 365 465 251 2953 3469 
781     13      1957    1 3 3 9 15 33 25 35 111 571 1857 1535 8065 
782     13      1958    1 3 5 3 5 5 83 241 149 453 1925 1987 5847 
783     13      1964    1 3 7 13 29 47 7 11 431 709 1655 1153 917 
784     13      1967    1 1 1 1 9 53 3 39 505 617 213 2841 2383 
785     13      1970    1 3 3 15 15 31 107 237 371 333 1551 2525 3741 
786     13      1972    1 3 3 15 31 17 9 139 333 123 293 2459 1343 
787     13      1994    1 1 7 9 11 41 57 157 489 371 755 581 6073 
788     13      2002    1 3 1 15 3 5 23 169 483 313 1227 1293 1461 
789     13      2007    1 3 7 7 7 39 53 19 279 429 421 397 4945 
790     13      2008    1 3 5 9 3 23 57 237 349 343 793 431 6625 
791     13      2023    1 1 7 15 5 27 7 55 277 873 185 2367 205 
792     13      2030    1 3 3 13 9 11 35 163 171 337 77 3431 1767 
793     13      2035    1 3 7 5 25 1 65 187 405 263 723 1159 2021 
794     13      2038    1 1 7 9 25 17 15 49 421 595 89 1303 5697 
795     13      2042    1 1 7 7 31 53 19 33 271 189 367 2565 123 
796     13      2047    1 1 7 7 25 19 89 139 3 159 1783 1321 2895 
797     13      2051    1 1 7 15 11 47 73 169 425 799 113 863 91 
798     13      2058    1 1 3 1 29 17 9 9 241 825 1203 575 7605 
799     13      2060    1 1 1 9 23 7 125 15 35 157 393 841 965 
800     13      2071    1 1 7 5 31 61 69 101 391 299 1633 2667 2911 
801     13      2084    1 3 7 3 13 13 47 235 239 811 245 3043 7047 
802     13      2087    1 3 5 3 31 33 19 249 237 775 1049 1057 4611 
803     13      2099    1 3 5 5 25 41 79 177 65 725 389 2163 2357 
804     13      2108    1 3 3 15 11 3 85 105 341 947 649 3549 5809 
805     13      2111    1 1 5 1 23 25 17 5 171 265 191 655 891 
806     13      2120    1 3 5 9 17 25 45 21 241 771 735 1197 7993 
807     13      2128    1 1 5 15 19 1 121 69 93 5 801 1873 705 
808     13      2138    1 1 7 15 1 21 1 95 169 215 151 1455 411 
809     13      2143    1 3 5 1 9 17 57 247 167 405 885 2209 4909 
810     13      2144    1 1 5 9 31 5 115 25 463 627 1003 481 5993 
811     13      2153    1 1 3 13 3 63 29 73 225 559 1997 21 467 
812     13      2156    1 1 7 15 3 59 25 105 165 845 1131 793 901 
813     13      2162    1 1 3 11 11 21 11 221 11 865 1527 1875 3931 
814     13      2167    1 3 3 5 9 13 103 173 181 531 1819 121 6595 
815     13      2178    1 1 3 1 27 21 75 185 69 623 1591 819 3705 
816     13      2183    1 1 3 5 11 45 119 125 277 625 1461 873 1665 
817     13      2202    1 3 3 9 9 49 55 159 287 197 1429 379 6177 
818     13      2211    1 3 3 13 27 15 53 233 383 155 1973 2257 971 
819     13      2214    1 1 7 13 27 45 49 195 363 1013 119 799 4867 
820     13      2223    1 1 7 3 15 29 7 49 469 361 1927 895 3911 
821     13      2225    1 1 3 3 15 9 21 129 321 483 293 3961 479 
822     13      2232    1 3 7 13 19 15 107 51 373 549 1903 1967 4933 
823     13      2237    1 1 3 11 21 15 27 173 447 73 1019 561 1403 
824     13      2257    1 1 1 13 5 55 1 179 479 747 223 1181 4825 
825     13      2260    1 1 3 3 7 31 17 241 59 49 1101 1297 6131 
826     13      2267    1 3 7 13 27 51 101 217 441 947 867 2779 4421 
827     13      2274    1 1 5 9 17 15 111 73 329 463 1003 865 2243 
828     13      2276    1 3 3 5 11 39 75 1 153 207 725 3901 1727 
829     13      2285    1 1 1 1 19 57 3 199 457 945 663 2439 2969 
830     13      2288    1 1 7 13 29 3 9 221 375 587 229 599 3967 
831     13      2293    1 1 7 3 27 21 31 225 99 237 831 2483 8163 
832     13      2294    1 1 1 5 1 59 101 89 53 659 669 771 6259 
833     13      2297    1 1 1 13 13 59 85 205 359 535 863 1185 143 
834     13      2303    1 3 5 9 13 31 105 57 495 237 1129 2009 5809 
835     13      2308    1 1 5 5 25 3 59 13 431 317 129 1831 5983 
836     13      2311    1 1 5 11 17 27 49 95 151 661 293 721 2637 
837     13      2318    1 3 3 13 9 11 87 161 393 873 541 3925 5557 
838     13      2323    1 3 5 11 15 13 97 159 115 341 1717 947 7811 
839     13      2332    1 1 1 7 3 61 59 231 377 111 2041 3659 5689 
840     13      2341    1 1 3 3 9 1 111 135 381 79 867 2577 3593 
841     13      2345    1 3 7 3 31 21 61 51 485 883 1393 2461 1173 
842     13      2348    1 1 7 1 5 45 59 35 233 121 883 435 5807 
843     13      2354    1 3 5 7 3 29 105 37 67 613 219 2681 83 
844     13      2368    1 1 7 5 13 33 75 249 433 415 1081 269 2497 
845     13      2377    1 1 7 1 13 31 113 91 1 593 1053 3137 6299 
846     13      2380    1 3 1 11 1 55 15 225 343 1003 89 1183 6041 
847     13      2383    1 3 5 11 21 5 21 129 263 33 569 2123 8027 
848     13      2388    1 1 7 9 13 51 71 177 405 165 731 3549 3567 
849     13      2395    1 1 5 9 23 57 53 61 375 857 1633 2443 5421 
850     13      2397    1 1 1 7 9 15 65 21 51 555 709 567 1059 
851     13      2401    1 3 1 7 21 57 93 79 117 85 39 421 7831 
852     13      2411    1 1 3 7 29 19 79 175 145 129 141 2821 4841 
853     13      2413    1 1 5 3 7 51 59 169 403 949 221 3011 5469 
854     13      2419    1 3 5 15 31 47 37 75 69 357 861 49 4591 
855     13      2435    1 1 3 3 11 49 111 177 267 71 705 3467 327 
856     13      2442    1 3 3 5 31 5 57 65 15 269 931 3091 2205 
857     13      2455    1 3 3 13 29 13 121 91 195 709 1277 3785 3469 
858     13      2472    1 1 7 5 5 41 3 179 1 815 619 1387 4613 
859     13      2478    1 3 1 7 1 7 13 181 413 479 637 4087 7403 
860     13      2490    1 1 5 3 27 17 97 61 431 585 1049 3875 5397 
861     13      2507    1 1 7 13 13 25 55 43 285 447 1813 1171 1033 
862     13      2509    1 3 5 11 27 31 63 247 177 987 917 595 6529 
863     13      2517    1 3 7 5 3 55 75 179 335 309 1527 1897 4725 
864     13      2524    1 1 3 1 19 3 119 117 79 721 1539 2113 6361 
865     13      2528    1 1 3 3 31 47 53 77 143 51 571 3773 4875 
866     13      2531    1 3 1 9 15 43 73 57 7 879 953 1023 2001 
867     13      2538    1 1 5 11 31 43 125 179 471 147 1897 1415 2877 
868     13      2545    1 1 5 15 7 37 113 163 115 517 881 2113 4285 
869     13      2546    1 1 7 3 7 35 51 251 223 415 997 2029 865 
870     13      2555    1 3 5 11 9 35 29 135 203 373 407 537 5807 
871     13      2557    1 3 7 13 15 35 87 253 193 933 665 1925 4503 
872     13      2564    1 3 5 5 7 7 87 91 283 211 1875 1537 2881 
873     13      2573    1 3 1 7 3 3 113 47 107 397 673 3475 4213 
874     13      2579    1 3 5 1 29 55 95 49 117 225 405 3383 7781 
875     13      2592    1 1 5 5 25 57 77 21 217 539 483 1635 2267 
876     13      2598    1 1 3 5 5 43 67 81 17 407 1825 2951 1001 
877     13      2607    1 3 5 1 17 3 27 171 99 479 2017 451 7661 
